"speciesName","FirstYrConverged","LastYrConverged","PropYrConverged","mean_means","median_means","mean_medians","median_medians"
"Col_2506",TRUE,TRUE,1,0.239010816957916,0.245277307520075,0.237272896584056,0.244491397524902
"Col_2545",TRUE,TRUE,1,0.0239986695362459,0.0209616367959145,0.0220440431311853,0.0185632357380018
"Col_2546",FALSE,FALSE,0,0.109241487563091,0.119877638777282,0.0465252936529853,0.0399939631753698
"Col_2547",FALSE,FALSE,0,0.0285466368704286,0.0284197984486529,0.0119259397216639,0.0105644431029279
"Col_2549",TRUE,FALSE,0.127659574468085,0.0395372157781383,0.0368161489299516,0.0363172800893964,0.0338062179293692
"Col_2550",TRUE,TRUE,1,0.0457306446672323,0.0451467164039927,0.0431921957986269,0.0425596136432237
"Col_2551",FALSE,FALSE,0,0.0472745600281879,0.0487412770924991,0.024484461598731,0.0252037428312708
"Col_2552",FALSE,FALSE,0,0.201445111064829,0.185196671346632,0.197002780792622,0.18050105644431
"Col_2553",FALSE,FALSE,0,0.239567480687946,0.249207559241718,0.231727366724252,0.243887715061877
"Col_2555",TRUE,TRUE,0.914893617021277,0.00705666931012101,0.00811136623971699,0.0055936960137691,0.00664050709326894
"Col_2556",FALSE,FALSE,0,0.569896880209775,0.578334824580836,0.684627290300621,0.747509809840024
"Col_2557",TRUE,TRUE,1,0.217720474316915,0.220998058156253,0.211809056521376,0.212496226984606
"Col_2558",TRUE,TRUE,1,0.363259811590535,0.344667734919925,0.360173655040427,0.341684274071838
"Col_2559",FALSE,FALSE,0.0212765957446809,0.16282919870871,0.156630457037365,0.0863554919048751,0.0824026562028373
"Col_2560",FALSE,FALSE,0,0.46635480326606,0.469005405751445,0.393806474815524,0.393902807123453
"Col_2561",FALSE,FALSE,0,0.0764582452781658,0.0717262205105863,0.00510240124332899,0.00407485662541503
"Col_2562",FALSE,FALSE,0,0.203097401436162,0.0932746601426343,0.187266795537887,0.038937518865077
"Col_2563",FALSE,FALSE,0.319148936170213,0.0048259058619405,0.00428055113996489,0.00253675077547508,0.00211288862058557
"Col_2564",FALSE,FALSE,0,0.222176934708312,0.226393464510294,0.229489246103358,0.231059462722608
"Col_2565",TRUE,TRUE,0.893617021276596,0.0833533131802671,0.0926368411431526,0.0798048949656736,0.0893450045276185
"Col_2566",FALSE,FALSE,0,0.48732939145376,0.492024727166902,0.577358054344266,0.582100814971325
"Col_2567",FALSE,FALSE,0.106382978723404,0.0325457869909518,0.0284250954974135,0.0146649883437907,0.00996076063990341
"Col_2568",FALSE,FALSE,0,0.0761066802771504,0.0754936973948163,0.0101020480248666,0.0108662843344401
"Col_2569",FALSE,TRUE,0.0212765957446809,0.0299833231970643,0.0272109168462494,0.0233670068267496,0.0218834892846363
"Col_2571",FALSE,FALSE,0,0.507266719272202,0.497725702305286,0.535620476395373,0.523845457289466
"Col_2572",TRUE,TRUE,1,0.0404707879511201,0.0383815626604725,0.0367828862443886,0.0348626622396619
"Col_2573",TRUE,TRUE,0.978723404255319,0.320665016899755,0.321103247584376,0.316197956470641,0.31678237247208
"Col_2574",FALSE,FALSE,0,0.448430307257813,0.446909385590183,0.48124731072307,0.501358285541805
"Col_2593",TRUE,TRUE,1,0.0321646052999288,0.0295510805504095,0.031449287462029,0.0289767582251736
"Col_2623",FALSE,FALSE,0,0.224219034824087,0.218518397955744,0.172913281656402,0.180350135828554
"Col_2672",FALSE,FALSE,0,0.216386931615137,0.185826469316438,0.171493985652908,0.153788107455478
"Col_2673",FALSE,FALSE,0,0.0337538432272984,0.0362920655657528,0.0225032271323156,0.0244491397524902
"Col_2675",TRUE,TRUE,1,0.0996221995323672,0.10147133754088,0.0978350919331325,0.0997585270147902
"Col_2676",TRUE,TRUE,1,0.109640307781093,0.106765058668286,0.10669766426264,0.104587986718986
"Col_2677",FALSE,TRUE,0.617021276595745,0.0106547531766311,0.0106428801711137,0.00735657724887773,0.0073951101720495
"Col_2678",FALSE,FALSE,0,0.222691366218403,0.222125914531318,0.0466986918072583,0.0380319951705403
"Col_2679",TRUE,TRUE,1,0.124897778429919,0.122052288571807,0.123253976918779,0.120283730757621
"Col_2680",TRUE,TRUE,1,0.07742734929132,0.0550522881341595,0.0745001958756928,0.0528222155146393
"Col_2718",TRUE,TRUE,1,0.00997395028168456,0.009654973031608,0.00873412925226863,0.0086024750980984
"Col_2720",TRUE,TRUE,1,0.00631127642389965,0.00573675662730597,0.005609751398424,0.00513130093570782
"Col_2721",TRUE,FALSE,0.0638297872340425,0.273944078418867,0.281820416977944,0.241023434439442,0.248264412918805
"Col_2722",FALSE,FALSE,0,0.454510921241898,0.456085677454733,0.512301635722589,0.509357078176879
"Col_2724",TRUE,TRUE,1,0.0377109150913231,0.0363423422550575,0.0355466216259609,0.0348626622396619
"Col_2756",TRUE,TRUE,1,0.186060722684592,0.19340558024921,0.182292837371798,0.191216420162994
"Col_2757",TRUE,TRUE,1,0.0556637797063785,0.0566802704235449,0.0530919459768417,0.0549351041352249
"Col_2758",TRUE,TRUE,1,0.0403151164634805,0.0378762000626199,0.0366094880901157,0.035013582855418
"Col_2760",FALSE,FALSE,0,0.599874338507516,0.593773918306801,0.57825394480801,0.568367038937519
"Col_2761",TRUE,TRUE,1,0.0920978262150337,0.101261009995078,0.089759233451715,0.0999094476305463
"Col_2765",TRUE,TRUE,1,0.0835068336750203,0.0822643519197418,0.081269146046201,0.0807425294295201
"Col_2766",FALSE,FALSE,0,0.361730387897955,0.267451259190738,0.330146874658823,0.239812858436462
"Col_2767",FALSE,FALSE,0,0.239980305799399,0.190707986484165,0.179817097058011,0.0762149109568367
"Col_2800",FALSE,FALSE,0,0.0510396354680535,0.0504308017318724,0.000622948924610336,0.000603682463024449
"Col_2860",FALSE,FALSE,0,0.403771926283174,0.385885512545985,0.471257650390788,0.480380319951705
"Col_2863",FALSE,FALSE,0,0.0607271493712211,0.0581021658243982,0.00557121847525223,0.00498038031995171
"Col_2864",FALSE,TRUE,0.297872340425532,0.433640480893154,0.442494121898191,0.428171420130883,0.414880772713553
"Col_2867",FALSE,FALSE,0,0.58707282716154,0.59954038971761,0.594954755926043,0.590703290069423
"Col_2889",FALSE,FALSE,0,0.159909559800699,0.16323663895284,0.142180064349982,0.145034711741624
"Col_2977",FALSE,FALSE,0,0.302517596278544,0.300060517650242,0.322992595256597,0.324781165107154
"Col_2982",FALSE,FALSE,0,0.429893457385752,0.385051944203273,0.454739870657821,0.315122245698762
"Col_2994",FALSE,FALSE,0,0.408259897163063,0.376906758344546,0.353757923332327,0.322517355870812
"Col_2995",TRUE,TRUE,1,0.148735541721543,0.0934832672794371,0.146261343129259,0.0913069725324479
"Col_2996",TRUE,TRUE,1,0.0528283310259865,0.0531217100479114,0.0513740198187668,0.0519166918201026
"Col_2997",FALSE,FALSE,0,0.108745041037857,0.104071501827867,0.067667024166565,0.0606700875339571
"Col_2998",TRUE,TRUE,1,0.154035647435089,0.152638745967923,0.149870593599681,0.149260488982795
"Col_2999",TRUE,FALSE,0.127659574468085,0.0544135145292366,0.0518793106526382,0.0469074118077721,0.0448234228795654
"Col_3012",FALSE,FALSE,0.170212765957447,0.0125671258486128,0.0105262545505384,0.00537855385939336,0.00377301539390281
"Col_3013",FALSE,FALSE,0,0.0534241863986846,0.0476962795385736,0.0326116973110442,0.0249019015997585
"Col_3014",TRUE,TRUE,1,0.0297708713089819,0.0279351109414043,0.0275157182215772,0.0262601871415635
"Col_3110",FALSE,FALSE,0,0.233544403114567,0.233169174623068,0.235246707040607,0.233625113190462
"Col_3111",FALSE,FALSE,0,0.100102595007684,0.099986881126816,0.0900289639139174,0.0988530033202535
"Col_3112",TRUE,TRUE,1,0.0596264827150137,0.0604417258762779,0.0577512186036953,0.0584062782976155
"Col_3113",TRUE,FALSE,0.297872340425532,0.250655070049126,0.197288301899424,0.194385753093873,0.0366737096287353
"Col_3129",FALSE,FALSE,0,0.511871607002781,0.495482998261798,0.519587569278985,0.487322668276487
"Col_3144",TRUE,TRUE,1,0.177477098073862,0.178771788847926,0.175729396124872,0.177180802897676
"Col_3145",FALSE,FALSE,0,0.289634990991618,0.302205090469895,0.29079833794658,0.29852097796559
"Col_3194",FALSE,FALSE,0,0.00813193312243887,0.00796442972901159,0.00217389908227421,0.00226380923634168
"Col_3245",TRUE,TRUE,1,0.0250121755460865,0.0260044498529677,0.0239931668282909,0.0252037428312708
"Col_3246",TRUE,TRUE,0.319148936170213,0.0211103161920338,0.0222457183811501,0.0145172788049656,0.014790220344099
"Col_3252",FALSE,FALSE,0,0.362588881942382,0.363897681964679,0.370824797220492,0.383489284636281
"Col_3287",TRUE,TRUE,1,0.0694521706986174,0.0636576079436294,0.0662188284706925,0.0588590401448838
"Col_3288",FALSE,FALSE,0,0.404299542137034,0.429620361722632,0.388167823724721,0.398430425596136
"Col_3289",FALSE,FALSE,0,0.43917623913167,0.43890786142854,0.419726287802403,0.418351946875943
"Col_3290",FALSE,FALSE,0,0.370296606130961,0.377131573545078,0.429889346288958,0.438122547539994
"Col_3291",TRUE,TRUE,1,0.0725806792358457,0.0803188334395535,0.0531658007462543,0.0562933896770299
"Col_3293",FALSE,FALSE,0,0.103461005479181,0.0999175290254503,0.094020332539127,0.0913069725324479
"Col_3294",TRUE,TRUE,1,0.126138756994692,0.136202343218185,0.121574583683876,0.131150015092062
"Col_3295",TRUE,TRUE,1,0.013630897951734,0.0132486508786544,0.0117942855674936,0.0116208874132206
"Col_3296",FALSE,TRUE,0.319148936170213,0.62834625590875,0.646858156639406,0.632652799095761,0.668125565952309
"Col_3297",TRUE,TRUE,1,0.30365522459599,0.302137315410112,0.3001907379697,0.299879263507395
"Col_3298",TRUE,TRUE,1,0.0466108090257964,0.0462089859587914,0.0432564173372466,0.043012375490492
"Col_3299",FALSE,FALSE,0,0.219492997291745,0.218439870339716,0.0736010943350181,0.0738001811047389
"Col_3317",TRUE,TRUE,1,0.0262099335708568,0.0260312067402969,0.0248055692918291,0.0249019015997585
"Col_3322",FALSE,FALSE,0,0.348598645361064,0.345258250217583,0.373689077842927,0.367944461213402
"Col_3323",FALSE,FALSE,0,0.0280627721605038,0.0283346155662335,0.00984516187038809,0.0102626018714156
"Col_3324",TRUE,TRUE,1,0.0352122838335352,0.0334901833236138,0.0341594363917771,0.0319951705402958
"Col_3330",TRUE,FALSE,0.191489361702128,0.42367413406147,0.401993890646548,0.445780966020384,0.412616963477211
"Col_3390",FALSE,FALSE,0,0.0182275215862676,0.016041878256223,0.00692950401705724,0.00603682463024449
"Col_3415",FALSE,FALSE,0,0.379308229038523,0.38951866925217,0.360703482734039,0.378357983700573
"Col_3491",TRUE,TRUE,1,0.00833778786171634,0.00348506571049353,0.00668867324723366,0.00256565046785391
"Col_3492",FALSE,FALSE,0,0.0571744906599036,0.0545848348995167,0.0144081021893123,0.0138846966495623
"Col_3494",FALSE,FALSE,0,0.146842301455388,0.146291342239408,0.00251748431388919,0.00211288862058557
"Col_3501",FALSE,FALSE,0,0.463065215415816,0.433788618447134,0.472898510702519,0.456082100814971
"Col_3509",FALSE,FALSE,0,0.0297507871875385,0.0308248019533826,0.00355466216259609,0.00332025354663447
"Col_3542",TRUE,TRUE,1,0.134296299262398,0.14328441440892,0.13242160155673,0.141110775731965
"Col_3543",TRUE,FALSE,0.0851063829787234,0.414918502425991,0.379655406001206,0.338206677755586,0.332478116510715
"Col_3599",TRUE,TRUE,1,0.213696912080753,0.193354050981423,0.210874633134461,0.19061273769997
"Col_3600",TRUE,TRUE,1,0.0273127102807668,0.0195949001221837,0.0253514523700959,0.0178086326592213
"Col_3601",TRUE,TRUE,1,0.146048777093099,0.143512738338332,0.143303941275825,0.140356172653184
"Col_3602",TRUE,TRUE,1,0.0573389743470164,0.0516097421811674,0.0523951422828188,0.0476909145789315
"Col_3606",FALSE,FALSE,0,0.0091064096408887,0.00730889353509988,0.00183031385065923,0.00181104738907335
"Col_3607",TRUE,TRUE,1,0.0419552761532566,0.0398503241152461,0.0399618524060599,0.0381829157862964
"Col_3608",FALSE,FALSE,0,0.160966170275915,0.158374627299423,0.00368631631676632,0.00256565046785391
"Col_3609",TRUE,TRUE,1,0.26445150936383,0.274559460979562,0.263163809878557,0.273619076365832
"Col_3623",TRUE,FALSE,0.127659574468085,0.518377334596417,0.518632874574201,0.507157490479157,0.506942348324781
"Col_3692",TRUE,TRUE,0.914893617021277,0.0611784611686499,0.0644552287930427,0.0573594672181156,0.0606700875339571
"Col_3693",FALSE,FALSE,0,0.0333061639395761,0.0267062031745983,0.000905523694536674,0.000754603078780561
"Col_3694",FALSE,FALSE,0,0.0417315264953272,0.0358103661372923,0.00322713231563602,0.00256565046785391
"Col_3695",TRUE,TRUE,1,0.0341570909779035,0.0323809948953201,0.0311506573074478,0.0300332025354663
"Col_3740",TRUE,TRUE,1,0.041275429148118,0.0365771780834441,0.0396375336360309,0.0353154240869303
"Col_3743",TRUE,TRUE,0.425531914893617,0.0802412087332131,0.0798840755215484,0.0392040382503484,0.0392393600965892
"Col_3744",TRUE,TRUE,0.106382978723404,0.0282664115280213,0.0278347914780536,0.0252743865237523,0.0253546634470269
"Col_3748",TRUE,TRUE,1,0.0405427009188488,0.0412433875740563,0.0389567853266629,0.0395412013281014
"Col_3750",TRUE,TRUE,0.276595744680851,0.0114628268432447,0.0113547220314807,0.0088914720218867,0.00890431632961063
"Col_3751",FALSE,FALSE,0,0.050198799216104,0.0486607347869854,0.0354824000873413,0.0351645034711742
"Col_3752",FALSE,FALSE,0.0425531914893617,0.453232531808684,0.48305419018213,0.462748296523688,0.462118925445216
"Col_3753",TRUE,TRUE,1,0.0137273285137048,0.0123755055833082,0.0126034769541009,0.0116208874132206
"Col_3754",TRUE,TRUE,1,0.0120544961442515,0.0113437431056307,0.0111649144890213,0.0105644431029279
"Col_3804",TRUE,TRUE,1,0.157700121974783,0.144873227210961,0.151787606527477,0.139450648958648
"Col_3805",TRUE,TRUE,1,0.00615106646649544,0.00600173734144564,0.00538818709018631,0.00528222155146393
"Col_3880",FALSE,FALSE,0,0.0118333818459452,0.0114840771695191,0.000350007385476941,0.000301841231512225
"Col_3916",FALSE,FALSE,0.340425531914894,0.00859556472440007,0.00473630106602125,0.00323997662335994,0.00301841231512225
"Col_3917",TRUE,TRUE,1,0.0130026258093945,0.0118439972960603,0.0123883347997251,0.0113190461817084
"Col_3974",TRUE,TRUE,1,0.0847468022460441,0.0802613129228839,0.0816512642009877,0.0757621491095684
"Col_3975",TRUE,TRUE,1,0.0662496805607793,0.0665285253696868,0.0641958500041744,0.0647449441593722
"Col_3976",TRUE,TRUE,1,0.0648965573697926,0.0614694212467161,0.0619577293832806,0.0590099607606399
"Col_4088",FALSE,FALSE,0,0.344430391847479,0.339120925028303,0.309644148454509,0.311198309689104
"Col_4089",TRUE,TRUE,1,0.0274230988568097,0.0283467263401092,0.0260386228333258,0.0267129489888319
"Col_4090",FALSE,TRUE,0.936170212765957,0.0141339819227739,0.0130804356250645,0.00913230279171028,0.0086024750980984
"Col_4091",TRUE,TRUE,1,0.00230954585042357,0.00222295706826491,0.00191701292779572,0.00181104738907335
"Col_4092",FALSE,FALSE,0,0.154527812042778,0.158103836432084,0.0944666722325333,0.0932689405372774
"Col_4093",TRUE,TRUE,1,0.0119027692673911,0.0113778645507809,0.0108052738727514,0.0105644431029279
"Col_4096",TRUE,TRUE,1,0.0485062421872966,0.0474311554570174,0.0233252628266468,0.0212798068216118
"Col_4100",TRUE,TRUE,1,0.0200571431633542,0.0186943716502675,0.0175421132739498,0.016148505885904
"Col_4101",FALSE,FALSE,0,0.333686929560054,0.354945005541754,0.35105098547951,0.369755508602475
"Col_4102",TRUE,TRUE,1,0.0251628712371498,0.0220278376361894,0.0231582868262358,0.0203742831270752
"Col_4103",TRUE,TRUE,1,0.0478062137699481,0.0465733278382866,0.0461528087289915,0.0451252641110776
"Col_4108",TRUE,TRUE,1,0.0476517983927983,0.0512749566264518,0.0461817084213704,0.0495019619680048
"Col_4109",FALSE,FALSE,0,0.544144314385195,0.562622027365278,0.642234652657808,0.64790220344099
"Col_4113",TRUE,TRUE,1,0.0224753851157941,0.0222259110406991,0.0205027262043144,0.0206761243585874
"Col_4122",FALSE,FALSE,0,0.0842168544641594,0.0906760578059235,0.0673844493966387,0.0733474192574706
"Col_4124",FALSE,FALSE,0,0.395553225048897,0.409498269427006,0.362158100583774,0.379414428010866
"Col_4125",FALSE,FALSE,0,0.432128225007211,0.424130717701966,0.374039085228404,0.382734681557501
"Col_4126",FALSE,FALSE,0,0.18484923510245,0.144811262304376,0.145712248974061,0.0977965590099608
"Col_4127",TRUE,FALSE,0.531914893617021,0.0593561420181523,0.0165974647238058,0.0369755508602475,0.0122245698762451
"Col_4128",TRUE,TRUE,1,0.158693721426856,0.157699374312902,0.156180359769059,0.155448234228796
"Col_4129",TRUE,TRUE,1,0.00762463867674314,0.00695221049391237,0.00656344124692539,0.00603682463024449
"Col_4130",FALSE,FALSE,0,0.559371899429767,0.565389976803605,0.582091181740532,0.58617567159674
"Col_4131",TRUE,TRUE,1,0.218193766442459,0.21928760941971,0.213934789449686,0.214760036220948
"Col_4132",TRUE,TRUE,1,0.0466783867747676,0.0438440725111345,0.0448715890335301,0.0424086930274676
"Col_4133",TRUE,TRUE,1,0.143786654069497,0.14920256854649,0.141916756041641,0.14790220344099
"Col_4134",TRUE,TRUE,1,0.140125354002287,0.140575992631096,0.138121263109222,0.137790522185331
"Col_4135",FALSE,FALSE,0,0.0681128432098795,0.0629608196620051,0.0572021244484975,0.0549351041352249
"Col_4136",TRUE,TRUE,1,0.0502007045738869,0.0485234265301525,0.0485546942733654,0.0464835496528826
"Col_4137",FALSE,FALSE,0,0.404669430392947,0.430946299047861,0.421052462574898,0.416088137639602
"Col_4186",TRUE,TRUE,1,0.0530095633346018,0.0577572238200647,0.0490010339667718,0.0525203742831271
"Col_4187",FALSE,FALSE,0,0.13586748236748,0.137257180304281,0.102629229791087,0.102173256866888
"Col_4189",FALSE,FALSE,0,0.0377089268918974,0.0337357792538988,0.0302868776130138,0.0300332025354663
"Col_4191",FALSE,FALSE,0,0.0343776114172244,0.0261083761386938,0.000305052308443206,0.000150920615756112
"Col_4196",FALSE,FALSE,0,0.230985302595047,0.227036414554159,0.196482586329803,0.176878961666164
"Col_4197",FALSE,FALSE,0,0.386964593014064,0.372872452061067,0.358247008881839,0.345759130697253
"Col_4215",TRUE,TRUE,1,0.259579393919824,0.257311319462702,0.257942598788782,0.255659523090854
"Col_4216",TRUE,TRUE,1,0.0591333797170113,0.0587734799797891,0.0574012112182184,0.0571989133715666
"Col_4217",TRUE,TRUE,1,0.231215183176722,0.226954642307124,0.228670421485958,0.224117114397827
"Col_4222",FALSE,FALSE,0,0.301409028359841,0.343496181665411,0.264910635729011,0.304255961364322
"Col_4223",TRUE,TRUE,1,0.0118403068293131,0.00495417426532839,0.0106029760260996,0.00422577724117114
"Col_4227",FALSE,TRUE,0.0638297872340425,0.37337542381058,0.361277393419795,0.359797959039503,0.355267129489888
"Col_4231",TRUE,TRUE,1,0.014292603760934,0.0121618504043105,0.0130594498783002,0.0111681255659523
"Col_4232",TRUE,TRUE,0.893617021276596,0.00679704456505762,0.00649624928955786,0.00555837416752831,0.00573498339873227
"Col_4243",FALSE,FALSE,0,0.0672871070949603,0.0630548611416396,0.0424600702583632,0.0392393600965892
"Col_4248",FALSE,TRUE,0.978723404255319,0.0213656431255156,0.0212296131344957,0.01836093789135,0.0182613945064896
"Col_4297",TRUE,TRUE,1,0.0347602621024936,0.0231294804109779,0.0324543545414261,0.0215816480531241
"Col_4302",TRUE,TRUE,1,0.0301526751150545,0.029970860346207,0.0282414216079789,0.0283730757621491
"Col_4303",FALSE,FALSE,0,0.390361474919684,0.40251018689633,0.38548015233349,0.438424388771506
"Col_4368",TRUE,TRUE,1,0.161746595223173,0.143359682302634,0.159025373929909,0.141261696347721
"Col_4369",FALSE,TRUE,0.340425531914894,0.301258679768839,0.278256695375313,0.278743955147677,0.246604286145487
"Col_4370",FALSE,FALSE,0,0.663517828693983,0.682559782364036,0.699247323567378,0.719589495925143
"Col_4436",TRUE,TRUE,1,0.05728513370107,0.0532372415487285,0.0551534573665316,0.0514639299728343
"Col_4437",TRUE,TRUE,1,0.0109398870469164,0.0111618853105036,0.0103236123331043,0.0104135224871717
"Col_4443",TRUE,FALSE,0.319148936170213,0.00366970110883966,0.00321259970807678,0.00237298585199504,0.00181104738907335
"Col_4444",TRUE,TRUE,1,0.000503280639668462,0.0004494719423401,0.000411017847165582,0.000301841231512225
"Col_4459",TRUE,TRUE,1,0.140879235588156,0.146500764306789,0.137710245262056,0.143072743736794
"Col_4464",TRUE,TRUE,1,0.00623979163187097,0.005843429530908,0.00573498339873227,0.00528222155146393
"Col_4465",FALSE,FALSE,0,0.45925991120729,0.459532630069372,0.523900045597292,0.531240567461515
"Col_4485",TRUE,TRUE,1,0.00830242106264616,0.00510479305494429,0.00761346340335622,0.00452761847268337
"Col_4574",FALSE,FALSE,0,0.4408383565126,0.428942158385591,0.407318686541092,0.399034108059161
"Col_4600",TRUE,TRUE,1,0.0643056047453229,0.0643881479333821,0.0626224223079937,0.0627829761545427
"Col_4601",FALSE,FALSE,0,0.389575374356623,0.398282236506949,0.392987650198123,0.39012979172955
"Col_4602",FALSE,FALSE,0,0.158417812198253,0.157658099588229,0.129823840319566,0.130244491397525
"Col_4603",TRUE,TRUE,0.702127659574468,0.136956386794785,0.111543607848283,0.127730218160567,0.102324177482644
"Col_4604",FALSE,FALSE,0,0.190164780828526,0.189543224317806,0.033831906544817,0.0319951705402958
"Col_4605",TRUE,TRUE,0.659574468085106,0.00372529379131162,0.00337050759897864,0.00294776862264066,0.00271657108361002
"Col_4606",FALSE,FALSE,0,0.175040848660151,0.143141960016397,0.0377879533237857,0.0347117416239058
"Col_4607",TRUE,TRUE,0.978723404255319,0.104301632539928,0.103161911026091,0.0958474353128552,0.0970419559311802
"Col_4632",TRUE,TRUE,1,0.121090780302454,0.126076000757765,0.119269030447431,0.124962269846061
"Col_4655",TRUE,TRUE,1,0.0142242642220504,0.0138542801202831,0.0132039483401943,0.0129791729550257
"Col_4656",TRUE,TRUE,1,0.00858975553447604,0.00854830485158507,0.00767768494197584,0.00724418955629339
"Col_4657",FALSE,FALSE,0,0.362559710285385,0.358003123085621,0.411592629936228,0.441744642318141
"Col_4658",TRUE,TRUE,0.872340425531915,0.0632598226039787,0.0589878595415234,0.0595140998388039,0.0552369453667371
"Col_4659",TRUE,TRUE,1,0.320791658973993,0.342778899388867,0.318574153399567,0.341080591608814
"Col_4660",TRUE,FALSE,0.0425531914893617,0.307830196631019,0.308610822100006,0.300177893661976,0.300030184123151
"Col_4692",FALSE,TRUE,0.914893617021277,0.0089054290726839,0.00751129059906799,0.00700656986340079,0.00482945970419559
"Col_4700",FALSE,TRUE,0.0638297872340425,0.00657650084659294,0.00578520726846241,0.00112066584891241,0.00105644431029279
"Col_4795",TRUE,TRUE,1,0.0188492240331372,0.0177256908358929,0.0170797181958885,0.0159975852701479
"Col_4808",TRUE,TRUE,1,0.0985064715912177,0.0922420827343782,0.096056155313369,0.0908542106851796
"Col_4838",TRUE,TRUE,1,0.0317500002169777,0.0304268970070965,0.0287873046862457,0.0280712345306369
"Col_4839",TRUE,TRUE,1,0.0870184775853462,0.070705859515355,0.0830673491275504,0.0677633564744944
"Col_4840",FALSE,FALSE,0,0.0506858375957839,0.0528974230431249,0.012754397569857,0.012073649260489
"Col_4861",FALSE,FALSE,0.276595744680851,0.106664542215215,0.114564389498605,0.00927359017667345,0.00920615756112285
"Col_4875",TRUE,TRUE,1,0.0965988680933429,0.0942893769890437,0.0903757602224634,0.0885904014488379
"Col_4876",FALSE,FALSE,0,0.482695293535186,0.484758383571917,0.438825773387879,0.442499245396921
"Col_4877",TRUE,TRUE,1,0.0147112669605584,0.0151109030724135,0.0143856246507954,0.0149411409598551
"Col_4888",TRUE,TRUE,1,0.00344617107759097,0.00273469574332934,0.00320786585405013,0.00256565046785391
"Col_5000",TRUE,TRUE,1,0.0922433921460801,0.0903153302944572,0.0910083423778667,0.0896468457591307
"Col_5035",TRUE,TRUE,1,0.448064651471333,0.463663354713339,0.446699334022645,0.462571687292484
"Col_5044",TRUE,TRUE,1,0.0290178435057799,0.0266647398085876,0.0276441612988164,0.0258074252942952
"Col_5045",TRUE,TRUE,1,0.0777700597087658,0.0763650619159353,0.0767351054196556,0.0754603078780561
"Col_5046",TRUE,TRUE,1,0.0446106800824584,0.0442109874584749,0.0441844185703001,0.0439178991850287
"Col_5063",TRUE,TRUE,1,0.0358764811533042,0.0353988111038155,0.0334240997745824,0.0327497736190764
"Col_5064",FALSE,TRUE,0.0638297872340425,0.103866936592609,0.0919169556161492,0.0716005934070168,0.0608210081497132
"Col_5065",TRUE,TRUE,0.765957446808511,0.278208928819892,0.278209550132213,0.274338357598371,0.272260790824027
"Col_5066",FALSE,FALSE,0,0.0921836541705549,0.0948260917772101,0.049640038276037,0.0478418351946876
"Col_5067",FALSE,FALSE,0,0.488245606054947,0.444125205451167,0.490373191360919,0.433293087835798
"Col_5078",FALSE,FALSE,0,0.316667931398467,0.304616190862657,0.177078048435884,0.162541503169333
"Col_5079",FALSE,FALSE,0,0.489514415879671,0.498561360794019,0.511055737873368,0.513431934802294
"Col_5121",TRUE,TRUE,1,0.0788053668775867,0.079428936793426,0.0778878820378779,0.0787805614246906
"Col_5122",FALSE,FALSE,0.0212765957446809,0.0282543757290432,0.0268779497940286,0.0299079705351581,0.0294295200724419
"Col_5123",TRUE,TRUE,1,0.0290580292481609,0.0294848749865555,0.0280744456075679,0.0286749169936613
"Col_5270",FALSE,FALSE,0,0.368882478418481,0.343649071696732,0.352338627328834,0.310141865378811
"Col_5284",FALSE,FALSE,0,0.278886334083666,0.274441024402145,0.0987052937814284,0.0976456383942046
"Col_5285",TRUE,TRUE,1,0.0884126375721018,0.0876834893540563,0.086702288213421,0.0866284334440084
"Col_5286",FALSE,FALSE,0,0.449169254229391,0.45636798298932,0.432490318603053,0.429218231210383
"Col_5343",TRUE,TRUE,1,0.0270786596819821,0.0253198930756752,0.0251459434465131,0.0242982191367341
"Col_5344",FALSE,FALSE,0,0.414573021629888,0.418656557362292,0.426691113665701,0.420162994265017
"Col_5345",TRUE,TRUE,1,0.11339770367224,0.107067390367276,0.112079429198965,0.10519166918201
"Col_5346",TRUE,TRUE,0.808510638297872,0.00382540679273876,0.00362948951858172,0.00339731939297802,0.00332025354663447
"Col_5347",TRUE,TRUE,0.936170212765957,0.0971363183419073,0.0977266183476217,0.0946208039252204,0.096740114699668
"Col_5348",TRUE,TRUE,1,0.177292688081846,0.175524479133725,0.174390377044653,0.172955025656505
"Col_5349",TRUE,TRUE,0.127659574468085,0.170837294652919,0.179781631202171,0.166947100718639,0.174766073045578
"Col_5350",TRUE,TRUE,1,0.125987528130963,0.128071471464157,0.122313131378002,0.124962269846061
"Col_5351",FALSE,FALSE,0,0.0117108710972733,0.0111904607003275,0.00259776123716372,0.00256565046785391
"Col_5364",TRUE,TRUE,0.127659574468085,0.049889165893254,0.0497597818569681,0.0482656973495771,0.0481436764261998
"Col_5377",FALSE,FALSE,0,0.165101952113189,0.168375176170259,0.0351067040864165,0.030938726230003
"Col_5378",TRUE,TRUE,1,0.0372579575387011,0.0362721676774598,0.0355947877799256,0.0348626622396619
"Col_5392",FALSE,FALSE,0,0.582215288314647,0.59850452995008,0.569407427863157,0.579837005734983
"Col_5393",FALSE,FALSE,0,0.436881557576468,0.436684179977539,0.453420118039188,0.450045276184727
"Col_5395",FALSE,TRUE,0.148936170212766,0.0318845639430303,0.0287886601745977,0.00589232616835034,0.00543314216722004
