species,mean_growth_rate,precision_growth_rate,mean_year_precision
Platypalpus commutatus_last10yrs,0.840994018,0.005550087,27.11318942
Platypalpus confinis_last10yrs,-0.213469562,0.008959468,46.91581528
Platypalpus cothurnatus_last10yrs,-2.728869092,0.020848954,255.5973097
Platypalpus cryptospina_last10yrs,-4.265800458,0.017850898,11.71035856
Platypalpus cursitans_last10yrs,-0.615089473,0.177371959,347.3871992
Platypalpus divisus_last10yrs,-4.790383835,0.006941257,23.38019334
Platypalpus ecalceatus_last10yrs,1.892810354,0.011493963,6771.042545
Platypalpus excavatus_last10yrs,3.597655432,0.00344534,298.9103225
Platypalpus exilis_last10yrs,1.823158135,0.093484989,222.7518379
Platypalpus fasciatus_last10yrs,-7.401306422,0.009983221,1428.173898
Platypalpus flavicornis_last10yrs,-3.651290723,0.017046774,790.4579907
Platypalpus incertus_last10yrs,3.354077024,0.030632193,962.0207614
Platypalpus infectus_last10yrs,0.142587526,0.015768747,9.289957698
Platypalpus ingenuus_last10yrs,-1.103450627,0.075955629,25.91479344
Platypalpus interstinctus_last10yrs,-0.761898655,0.034311736,325.074729
Platypalpus kirtlingensis_last10yrs,-2.947452256,0.023663252,119.7358739
Platypalpus laticinctus_last10yrs,-6.774896799,0.011736271,354.0460535
Platypalpus leucocephalus_last10yrs,-0.475829903,0.018835812,15.06963615
Platypalpus leucothrix_last10yrs,0.394332151,0.010891018,3384.397769
Platypalpus longicornis_last10yrs,-4.89337506,0.045398892,106.6867309
Platypalpus longiseta_last10yrs,-1.673181506,0.103031618,210.537966
Platypalpus luteicornis_last10yrs,3.767572074,0.005401866,36.19789087
Platypalpus luteolus_last10yrs,-2.022301283,0.003964832,551.750896
Platypalpus luteus_last10yrs,-1.57738366,0.056157584,76.59600549
Platypalpus macula_last10yrs,0.221105418,0.038269714,201.1259262
Platypalpus maculipes_last10yrs,-4.023264167,0.008375702,3006.904355
Platypalpus major_last10yrs,-1.152583859,0.027611836,484.8986514
Platypalpus melancholicus_last10yrs,-4.253984376,0.005443127,7781.553013
Platypalpus mikii_last10yrs,-4.16333863,0.002256786,18.69670834
Platypalpus minutus agg._last10yrs,4.447004382,0.037538452,121.3703225
Platypalpus minutus sens. str._last10yrs,-0.8339705,0.041238675,94.42370242
Platypalpus niger_last10yrs,-1.431660323,0.034269396,168.9409624
Platypalpus nigricoxa_last10yrs,5.292194813,0.001751389,6.969129426
Platypalpus nigritarsis_last10yrs,-2.59308265,0.055166481,289.0573974
Platypalpus notatus_last10yrs,0.006345829,0.503015265,583.2054259
Platypalpus ochrocera_last10yrs,0.43758599,0.01951072,9.04571516
Platypalpus optivus_last10yrs,-1.828891729,0.059742928,64.57831664
Platypalpus pallidicornis_last10yrs,-8.940038402,0.012434604,447.4650218
Platypalpus pallidiseta_last10yrs,-0.814356342,0.012328086,13.63421567
Platypalpus pallidiventris_last10yrs,-2.550301983,0.097857894,134.7792272
Platypalpus pallipes_last10yrs,-0.774294017,0.111523867,250.974494
Platypalpus parvicauda_last10yrs,-0.591839208,0.039186618,1401.855014
Platypalpus pectoralis_last10yrs,2.324838555,0.057373865,239.5544426
Platypalpus pictitarsis_last10yrs,-0.20522384,0.003581952,155.3024698
Platypalpus politus_last10yrs,1.566661476,0.015066904,8.185976909
Platypalpus praecinctus_last10yrs,-3.368943083,0.023790783,12.66301478
Platypalpus pseudociliaris_last10yrs,0.653145339,0.023098341,110.3634273
Platypalpus pseudofulvipes_last10yrs,-0.394821862,0.055111209,414.5771085
Platypalpus pulicarius_last10yrs,1.025850688,0.009406935,11.42187392
Platypalpus pygialis_last10yrs,-23.37201307,0.002211316,109.4478836
Platypalpus pygmaeus_last10yrs,-1.068701793,0.013524718,15.4703781
Platypalpus rapidoides_last10yrs,-1.083168736,0.035018284,19.49946518
Platypalpus rapidus_last10yrs,-0.200224865,0.03491559,14.03578065
Platypalpus ruficornis_last10yrs,-6.339672165,0.006739715,21.28659223
Platypalpus stabilis_last10yrs,-0.029428295,0.297692569,34.866846
Platypalpus stigma_last10yrs,-0.720522942,0.003762481,283.660001
Platypalpus stigmatellus_last10yrs,2.174258939,0.005000502,1431.227587
Platypalpus strigifrons_last10yrs,-2.348775841,0.01863391,2170.467478
Platypalpus subtilis_last10yrs,0.34577763,0.016151735,550.0521986
Platypalpus sylvicola_last10yrs,0.354234568,0.008975888,23.400974
Platypalpus tonsus_last10yrs,-0.815170884,0.064954807,11.84429286
Platypalpus tuomikoskii_last10yrs,-0.670019289,0.018269452,8.18167672
Platypalpus unicus_last10yrs,-4.460442601,0.006704874,14.86005986
Platypalpus verralli_last10yrs,2.198374278,0.034880712,156.1523242
Poecilobothrus chrysozygos_last10yrs,-3.367232984,0.015788884,1953.406056
Poecilobothrus ducalis_last10yrs,-6.44550033,0.002605618,54.29189706
Poecilobothrus majesticus_last10yrs,-1.956337172,0.007647812,13.55072119
Poecilobothrus nobilitatus_last10yrs,-5.088631863,0.049573404,251.4277115
Poecilobothrus principalis_last10yrs,-3.553884138,0.01996123,2027.070854
Ragas unica_last10yrs,0.340197789,0.028387888,1082.857091
Rhamphomyia aethiops_last10yrs,2.869491753,0.005071857,6.288091852
Rhamphomyia albipennis_last10yrs,-1.622815384,0.038967244,475.3761537
Rhamphomyia albitarsis_last10yrs,1.939178262,0.024439534,17.93825701
Rhamphomyia albosegmentata_last10yrs,0.406006983,0.00733928,6.864742208
Rhamphomyia anomalipennis_last10yrs,-1.483803602,0.040087989,910.8377157
Rhamphomyia atra_last10yrs,0.862594823,0.036201403,691.8584755
Rhamphomyia barbata_last10yrs,-1.746279766,0.057381549,154.5581905
Rhamphomyia breviventris_last10yrs,-0.039835092,0.039514993,13.42967977
Rhamphomyia caesia_last10yrs,-0.931825081,0.025855057,55.21086026
Rhamphomyia caliginosa_last10yrs,-1.147591257,0.016677721,662.3497211
Rhamphomyia crassirostris_last10yrs,-3.105811083,0.098547019,175.612326
Rhamphomyia culicina_last10yrs,5.498637975,0.004085819,43.46000334
Rhamphomyia curvula_last10yrs,2.48060911,0.008298278,25.13583797
Rhamphomyia erythrophthalma_last10yrs,-2.336417994,0.032765818,59.36603878
Rhamphomyia flava_last10yrs,1.392174207,0.15227566,479.1968383
Rhamphomyia geniculata_last10yrs,-2.444240886,0.029137342,2374.433154
Rhamphomyia gibba_last10yrs,-1.495336725,0.023168465,810.1228588
Rhamphomyia hirsutipes_last10yrs,-3.160690053,0.015593657,166.2031619
Rhamphomyia hirtula_last10yrs,1.29742632,0.012044984,5.804004387
Rhamphomyia hybotina_last10yrs,-1.233815883,0.063818845,489.6292237
Rhamphomyia ignobilis_last10yrs,6.015680448,0.003290071,177.1670513
Rhamphomyia laevipes_last10yrs,-6.161728783,0.005097674,553.7310858
Rhamphomyia lamellata_last10yrs,0.550758636,0.041330666,15.48727986
Rhamphomyia maculipennis_last10yrs,0.615628272,0.102834986,259.7750295
Rhamphomyia marginata_last10yrs,8.447334314,0.004796979,13338.06853
Rhamphomyia micropyga_last10yrs,-2.076261698,0.034131113,19.6981048
Rhamphomyia morio_last10yrs,0.426965767,0.006399711,37.13954588
Rhamphomyia murina_last10yrs,7.574931265,0.002404081,5.950825558
Rhamphomyia nigripennis_last10yrs,0.141911084,0.127578106,250.9700052
Rhamphomyia nitidula_last10yrs,0.064350483,0.041236128,1991.9683
Rhamphomyia obscura_last10yrs,-1.444788622,0.009435332,9.648649535
Rhamphomyia physoprocta_last10yrs,-0.711228614,0.005035233,102.4239201
Rhamphomyia pilifer_last10yrs,-3.497748555,0.063401331,479.5687715
Rhamphomyia plumipes_last10yrs,-0.919586967,0.004016298,16.96537351
Rhamphomyia sciarina_last10yrs,0.05924393,0.011091029,19.90140472
Rhamphomyia simplex_last10yrs,-3.228552517,0.015112764,526.682149
Rhamphomyia spinipes_last10yrs,1.074478463,0.007000171,28.76680183
Rhamphomyia stigmosa_last10yrs,-0.473190721,0.192642972,1112.16605
Rhamphomyia subcinerascens_last10yrs,2.622025515,0.019095872,106.7655719
Rhamphomyia sulcata_last10yrs,0.523409163,0.113979404,136.0926287
Rhamphomyia sulcatella_last10yrs,-2.822498945,0.015607601,142.4185666
Rhamphomyia sulcatina_last10yrs,15.50434551,0.001923338,1088.831727
Rhamphomyia tarsata_last10yrs,-0.620468813,0.286461752,170.1594182
Rhamphomyia tibialis_last10yrs,-1.775151578,0.061501185,111.1052448
Rhamphomyia tibiella_last10yrs,-3.303999529,0.062754303,530.1630841
Rhamphomyia trigemina_last10yrs,1.643561955,0.003298777,73266.15627
Rhamphomyia umbripennis_last10yrs,-0.775374852,0.145080019,772.6874644
Rhamphomyia variabilis_last10yrs,0.989815441,0.061110406,41.28602534
Rhamphomyia vesiculosa_last10yrs,-0.579745334,0.01586337,26.48953934
Rhaphium albomaculatum_last10yrs,0.418490366,0.041475065,393.4514658
Rhaphium antennatum_last10yrs,-4.00842059,0.00376161,4195.253598
Rhaphium appendiculatum_last10yrs,-0.027624521,0.156698915,168.201037
Rhaphium auctum_last10yrs,-0.001178058,0.226574601,29.67026429
Rhaphium brevicorne_last10yrs,-3.301570289,0.026175359,2420.75579
Rhaphium caliginosum_last10yrs,-2.678192721,0.030137556,193.6749602
Rhaphium commune_last10yrs,0.139554867,0.01283386,15.25555697
Rhaphium consobrinum_last10yrs,-5.004095034,0.010173005,528.6412479
Rhaphium crassipes_last10yrs,1.133447312,0.0713717,338.5135737
Rhaphium elegantulum_last10yrs,-2.278213837,0.00661049,13.35041308
Rhaphium fasciatum_last10yrs,-1.947452579,0.013472089,114.2184605
Rhaphium fascipes_last10yrs,0.06201806,0.005023057,7.78046741
Rhaphium fractum_last10yrs,0.003189709,0.021268884,182.5821488
Rhaphium gravipes_last10yrs,0.614114123,0.016779091,16.35617425
Rhaphium lanceolatum_last10yrs,3.137786563,0.003312005,183.4381362
Rhaphium laticorne_last10yrs,-1.400425425,0.056188364,12.74755734
Rhaphium longicorne_last10yrs,0.21127068,0.027953021,573.5210078
Rhaphium micans_last10yrs,-0.235282567,0.021490463,13.30205033
Rhaphium monotrichum_last10yrs,-1.180507327,0.022439385,185.5024549
Rhaphium nasutum_last10yrs,-0.413199923,0.119865726,33.02048118
Rhaphium patulum_last10yrs,-0.524526594,0.00946607,6.537885254
Rhaphium penicillatum_last10yrs,-0.405925902,0.005960309,429.6455074
Rhaphium riparium_last10yrs,0.479590431,0.025875998,644.7819366
Rhaphium rivale_last10yrs,0.093597117,0.04407909,25.57432697
Scellus notatus_last10yrs,0.765491091,0.049528659,313.2274484
Schoenophilus versutus_last10yrs,-1.01362569,0.006993054,31.77633562
Sciapus basilicus_last10yrs,0.365047985,0.005229627,24.3061976
Sciapus contristans_last10yrs,-0.835721469,0.063027701,30.83229249
Sciapus laetus_last10yrs,4.612432881,0.005696169,66.58743896
Sciapus longulus_last10yrs,0.337687705,0.068598251,10.49023345
Sciapus maritimus_last10yrs,-1.025370976,0.030597448,32.71950406
Sciapus platypterus_last10yrs,-0.033447203,0.02419266,285.0276509
Sciapus wiedemanni_last10yrs,-2.4502782,0.02273693,703.283091
Sciapus zonatulus_last10yrs,1.151282734,0.013875886,16.53373229
Stilpon graminum_last10yrs,-19.1962009,0.005697484,1689.61228
Stilpon lunatus_last10yrs,1.212244052,0.021379249,11.02544968
Stilpon nubilus_last10yrs,1.503445681,0.061906834,16.40400554
Stilpon sublunatus_last10yrs,-0.004591653,0.003224493,126.6370818
Stilpon subnubilus_last10yrs,-0.334015827,0.074098439,49.69308229
Sybistroma crinipes_last10yrs,-1.26138584,0.026279947,1564.133744
Sybistroma discipes_last10yrs,4.203638992,0.009439019,351.2362514
Sybistroma obscurellum_last10yrs,2.470843429,0.047214173,236.5296409
Symballophthalmus dissimilis_last10yrs,18.60849376,0.001174976,1074.509941
Symballophthalmus fuscitarsis_last10yrs,7.977022961,0.017656191,792.6924108
Symballophthalmus pictipes_last10yrs,11.45571635,0.001772691,42.00988475
Sympycnus aeneicoxa_last10yrs,2.189541068,0.032195207,880.5356471
Sympycnus cirripes_last10yrs,-1.22518641,0.032728965,59.41195846
Sympycnus pulicarius_last10yrs,-0.837589874,0.078375095,164.6568393
Sympycnus spiculatus_last10yrs,-1.144766656,0.017072483,7.676671635
Syndyas nigripes_last10yrs,0.143959252,0.020281375,22.71060198
Syneches muscarius_last10yrs,0.721940122,0.004276497,21.76938353
Syntormon aulicus_last10yrs,-0.30880375,0.014247873,68.14057705
Syntormon bicolorellus_last10yrs,-3.136271379,0.018588293,235.7823392
Syntormon denticulatum_last10yrs,-2.277725139,0.106187903,116.5848493
Syntormon filiger_last10yrs,0.025453005,0.150087624,42.75255604
Syntormon fuscipes_last10yrs,0.281774269,0.117758974,13.17180989
Syntormon macula_last10yrs,1.65596911,0.01997248,14.70462788
Syntormon mikii_last10yrs,-1.606362843,0.00788551,12.95232999
Syntormon monilis_last10yrs,1.538349859,0.018126161,70.32440292
Syntormon pallipes_last10yrs,-1.275207606,0.135914983,325.1547805
Syntormon pseudospicatum_last10yrs,-4.996057918,0.003602921,11.02757521
Syntormon pumilus_last10yrs,-1.541254818,0.066528876,183.3464509
Syntormon silvianus_last10yrs,-0.911076857,0.039174407,22.97654568
Syntormon sulcipes_last10yrs,1.697017029,0.025183064,394.654287
Syntormon tarsatus_last10yrs,-5.12980826,0.009437122,156.4736455
Syntormon zelleri_last10yrs,-0.71075073,0.031255098,29.51898059
Systenus bipartitus_last10yrs,-0.57512509,0.089940553,12.32379509
Systenus leucurus_last10yrs,1.952255309,0.004652586,10672.70583
Systenus mallochi_last10yrs,-0.283114623,0.042082578,8.958887212
Systenus pallipes_last10yrs,-1.046398642,0.051616628,56.50146353
Systenus scholtzii_last10yrs,-1.723327796,0.016197631,34.63089288
Systenus tener_last10yrs,-2.746966366,0.002313103,10.90216566
Tachydromia acklandi_last10yrs,-1.891740122,0.005864713,14156.28409
Tachydromia aemula_last10yrs,-8.585892112,0.033448434,294.0715058
Tachydromia arrogans_last10yrs,-7.664850433,0.009836556,287.9591833
Tachydromia connexa_last10yrs,2.889002213,0.006698475,24.81988153
Tachydromia costalis_last10yrs,-6.130537751,0.002560759,1049.393945
Tachydromia edenensis_last10yrs,1.377850153,0.004822199,9.423187323
Tachydromia halidayi_last10yrs,-5.365829635,0.004000247,836.1966917
Tachydromia morio_last10yrs,-2.449586526,0.013048877,4732.118728
Tachydromia smithi_last10yrs,-0.123796337,0.074895324,49.59977095
Tachydromia terricola_last10yrs,-1.646059197,0.003787244,7.744988828
Tachydromia umbrarum_last10yrs,0.113091624,0.26928656,200.1998204
Tachydromia woodi_last10yrs,1.870359737,0.029024551,15.37589132
Tachypeza fennica_last10yrs,0.523172442,0.026701735,8.22470942
Tachypeza fuscipennis_last10yrs,-0.3350464,0.035520854,7.477005364
Tachypeza heeri_last10yrs,-0.037350195,0.00563104,7.044870477
Tachypeza nubila_last10yrs,-2.489404319,0.098129061,159.1617895
Tachypeza truncorum_last10yrs,0.494891488,0.033874448,18.33675878
Tachytrechus consobrinus_last10yrs,0.79084601,0.004913251,1697.498459
Tachytrechus insignis_last10yrs,-0.128627983,0.025546801,7.929837436
Tachytrechus notatus_last10yrs,-2.978948613,0.029919131,3959.098114
Telmaturgus tumidulus_last10yrs,-23.31767043,0.003532011,358.3934996
Teuchophorus calcaratus_last10yrs,2.284761237,0.009568195,202.8590516
Teuchophorus monacanthus_last10yrs,-0.16503631,0.016479764,172.6904023
Teuchophorus nigricosta_last10yrs,0.762557161,0.03957506,435.5382397
Teuchophorus simplex_last10yrs,-2.077501483,0.01300645,170.543894
Teuchophorus spinigerellus_last10yrs,-0.481050769,0.037136097,663.6617526
Thinophilus flavipalpis_last10yrs,0.414321312,0.005167016,445.8464504
Thinophilus ruficornis_last10yrs,-0.21087641,0.008586931,4034.255629
Thrypticus bellus_last10yrs,-1.260470065,0.012486007,75.45065221
Thrypticus cuneatus_last10yrs,-0.536684339,0.023116895,11.93682497
Thrypticus divisus_last10yrs,1.767790791,0.003433592,19.72105192
Thrypticus laetus_last10yrs,0.216140067,0.046225372,14.26477111
Thrypticus nigricauda_last10yrs,-0.210902632,0.24159206,65.54517338
Thrypticus pollinosus_last10yrs,-0.265292159,0.021088864,23.31609295
Thrypticus smaragdinus_last10yrs,-16.58123429,0.002857306,163.0156492
Thrypticus tarsalis_last10yrs,-1.781301234,0.027133041,15.74929949
Trichina bilobata_last10yrs,-0.26989803,0.023671325,97.23423766
Trichina clavipes_last10yrs,-1.108591004,0.130996213,153.4356977
Trichina elongata_last10yrs,-1.822929223,0.098247781,284.6861576
Trichina opaca_last10yrs,0.164962447,0.043413333,39.300569
Trichina pallipes_last10yrs,0.09327501,0.025391864,53.28857207
Trichinomyia flavipes_last10yrs,-4.151871034,0.02955403,562.5671719
Trichopeza longicornis_last10yrs,1.329067165,0.071014901,356.3827901
Wiedemannia bistigma_last10yrs,3.496855893,0.014907481,74.96860093
Wiedemannia insularis_last10yrs,1.028944741,0.068139014,270.1151167
Wiedemannia lota_last10yrs,0.325435646,0.025022941,23.53392322
Wiedemannia phantasma_last10yrs,0.710335941,0.005484343,29.45523541
Xanthochlorus galbanus_last10yrs,-12.86468874,0.00655049,971.6637069
Xanthochlorus luridus_last10yrs,-0.270392373,0.020889374,11.94046507
Xanthochlorus ornatus_last10yrs,0.515898374,0.04293236,181.0179125
Xanthochlorus silaceus_last10yrs,3.398859037,0.007125152,7.790019645
Xanthochlorus tenellus_last10yrs,0.055210471,0.160085218,39.26432942
Ameletus inopinatus_last10yrs,11.94697651,0.008996468,7174.074711
Baetis atrebatinus_last10yrs,1.583550761,0.014890461,5915.779091
Baetis buceratus_last10yrs,-4.988405105,0.006920385,903.7395129
Baetis digitatus_last10yrs,-26.09822203,0.003595441,184.2478235
Baetis fuscatus_last10yrs,5.959842104,0.003971976,22.1979457
Baetis muticus_last10yrs,-4.653894632,0.114142536,567.570601
Baetis niger_last10yrs,4.371218277,0.015863582,1885.518795
Baetis rhodani_last10yrs,4.561723038,0.201366761,295.3668011
Baetis scambus_last10yrs,-11.31689896,0.008977179,104.9870264
Baetis vernus_last10yrs,28.37539644,0.006871483,509.8568145
Brachycercus harrisella_last10yrs,3.607385731,0.011891222,5886.196875
Caenis horaria_last10yrs,-7.236756201,0.038592293,4909.440804
Caenis luctuosa group_last10yrs,-14.48047745,0.009854012,279.0930462
Caenis pseudorivulorum_last10yrs,1.095731578,0.014839704,11.12004229
Caenis pusilla_last10yrs,4.62323375,0.011339115,13.07293076
Caenis rivulorum_last10yrs,1.46972314,0.026359511,455.5592013
Caenis robusta_last10yrs,7.606747788,0.007985201,6694.127153
Centroptilum luteolum_last10yrs,4.512803809,0.013343789,240.121195
Cloeon dipterum_last10yrs,-0.02251115,0.108821875,1634.022339
Cloeon simile_last10yrs,-3.444572267,0.007923865,6481.109225
Ecdyonurus insignis_last10yrs,31.2329892,0.00298072,2021.210486
Ecdyonurus sp_last10yrs,-1.116706524,0.039430095,276.5668012
Electrogena affinis_last10yrs,39.90017266,0.001479606,268.9692539
Electrogena lateralis_last10yrs,2.752349733,0.023707426,1395.232553
Ephemera danica_last10yrs,4.864098514,0.225719782,398.761474
Ephemera lineata_last10yrs,-7.046875066,0.01499006,1365.072942
Ephemera vulgata_last10yrs,7.502589985,0.033772216,1185.395627
Ephemerella notata_last10yrs,-9.261267028,0.014842508,642.8055744
Habrophlebia fusca_last10yrs,2.031316203,0.060084982,1134.405816
Heptagenia sulphurea_last10yrs,2.229103585,0.043624311,191.8656561
Kageronia fuscogrisea_last10yrs,-16.48651594,0.016088944,2733.780139
Leptophlebia marginata_last10yrs,6.354429373,0.023780046,38282.74872
Leptophlebia vespertina_last10yrs,-10.60469156,0.016572166,73849.99845
Paraleptophlebia cincta_last10yrs,5.593890849,0.011398356,443.667767
Paraleptophlebia submarginata_last10yrs,4.36624864,0.053124294,339.4555715
Paraleptophlebia werneri_last10yrs,-4.21803194,0.016317749,1392.265129
Potamanthus luteus_last10yrs,0.75244723,0.053285396,21536.47768
Procloeon bifidum_last10yrs,-8.852001094,0.013973421,182.1427237
Procloeon pennulatum_last10yrs,7.82244616,0.007599687,1738.849167
Rhithrogena germanica_last10yrs,8.553272168,0.005956358,221.8764821
Rhithrogena semicolorata_last10yrs,9.947927181,0.07505389,390.1187735
Serratella ignita_last10yrs,10.38009887,0.093679185,180.5874032
Siphlonurus alternatus_last10yrs,2.289250239,0.006463871,9.886426678
Siphlonurus armatus_last10yrs,-0.370761313,0.028274604,7.968272127
Siphlonurus lacustris_last10yrs,13.9692148,0.01588422,19314.2986
Fsh_124_last10yrs,-1.623407347,0.325084367,19287.08332
Fsh_125_last10yrs,-0.388856892,0.477364833,4417.628476
Fsh_126_last10yrs,-0.245115692,0.024664873,11.19318417
Fsh_128_last10yrs,-1.615730183,0.180798769,6567.81248
Fsh_129_last10yrs,-3.184364203,0.01446861,11.95224394
Fsh_136_last10yrs,0.611855265,0.03671326,34.72539467
Fsh_140_last10yrs,-0.052682004,0.108658707,7842.639062
Fsh_141_last10yrs,-0.131369209,0.007317497,27.57215514
Fsh_142_last10yrs,-5.839675379,0.006212197,7.826193351
Fsh_148_last10yrs,36.68640069,0.001757577,14114.17937
Fsh_149_last10yrs,7.750382035,0.001200991,39.55504033
Fsh_153_last10yrs,-0.024766999,0.144591178,9.319176342
Fsh_157_last10yrs,-2.587339769,0.634787298,3948.767588
Fsh_166_last10yrs,-1.165384158,0.382788041,2633.426362
Fsh_168_last10yrs,-0.720173387,0.130655041,12036.41621
Fsh_180_last10yrs,1.432629404,0.010104209,3309.323697
Fsh_181_last10yrs,-0.609751912,0.014931094,29.24264881
Fsh_182_last10yrs,-1.010533224,0.021941462,9.837200178
Fsh_183_last10yrs,3.839854945,0.027974122,5752.923905
Fsh_184_last10yrs,2.250606518,0.01037577,9.605475609
Fsh_193_last10yrs,1.297008772,0.009030634,18.62883967
Fsh_199_last10yrs,2.881172673,0.03571851,1436.425493
Fsh_202_last10yrs,2.395284079,0.011779917,8316237.669
Fsh_204_last10yrs,3.085196067,0.003073534,7186.022841
Fsh_208_last10yrs,-0.928954332,0.23244439,4956.372629
Fsh_210_last10yrs,-1.074875513,0.074030936,61.51746115
Fsh_215_last10yrs,0.418012544,0.073732469,3676.030683
Fsh_217_last10yrs,5.949574019,0.005233759,8.896032691
Fsh_222_last10yrs,-0.661968823,0.467659292,4874.794153
Fsh_229_last10yrs,-1.07727507,0.130069045,3499.095072
Fsh_234_last10yrs,-3.430952663,0.171263217,3518.413787
Fsh_237_last10yrs,-0.157922195,0.199141676,8280.246809
Fsh_250_last10yrs,0.531003379,0.032997135,14.24194746
Fsh_252_last10yrs,-1.372979351,0.025508344,21.05831215
Fsh_254_last10yrs,-2.258027571,0.199935484,4886.587613
Fsh_255_last10yrs,-0.478542639,0.03508539,11.84389636
Fsh_256_last10yrs,-3.689261409,0.011931374,13.15549299
Fsh_257_last10yrs,-3.631729313,0.005925085,48.53042848
Fsh_258_last10yrs,-2.953189194,0.16106609,2970.476212
Fsh_259_last10yrs,-0.0092024,0.047229445,31.69645477
Fsh_266_last10yrs,-0.792810743,0.005897538,10.47959403
Fsh_290_last10yrs,-8.14782899,0.021470089,3843.973076
Fsh_294_last10yrs,-10.21701446,0.008748713,98682.31809
Fsh_298_last10yrs,-2.559418168,0.362903608,4362.878143
Fsh_303_last10yrs,-1.805755456,0.321069081,2927.244765
Fsh_305_last10yrs,-0.047281808,0.075669824,36045.95022
Fsh_309_last10yrs,-2.241943144,0.01516095,43.50564422
Fsh_311_last10yrs,-1.190119321,0.035645122,14.61271679
Fsh_313_last10yrs,11.5412577,0.01614449,23733.48805
Fsh_315_last10yrs,-8.820963249,0.006251677,69825.79148
Fsh_317_last10yrs,-0.317077197,3.645382352,9220.13772
Fsh_318_last10yrs,0.089599998,0.010374942,25.78534077
Fsh_319_last10yrs,0.475363226,0.011079298,6216.547261
Fsh_322_last10yrs,0.479637383,0.743697853,14758.89219
Fsh_323_last10yrs,-0.049252742,6.229451423,25050.62835
Fsh_326_last10yrs,-0.111124096,0.070999951,142.0933045
Fsh_331_last10yrs,1.810401284,0.005937168,365956.4568
Fsh_332_last10yrs,0.354846217,0.008587989,11.66592809
Fsh_333_last10yrs,0.588405084,0.181700135,31109.9415
Fsh_335_last10yrs,3.171884564,0.061375229,2250.68174
Fsh_349_last10yrs,-0.921219517,0.003265808,520.6812702
Fsh_357_last10yrs,-0.404044735,0.119993159,14291.7549
Fsh_361_last10yrs,-0.001440422,0.203323685,3054.848568
Fsh_373_last10yrs,-0.961654284,0.024016837,15.18101853
Fsh_445_last10yrs,5.027398283,0.008655368,75496.11425
Fsh_446_last10yrs,3.128081726,0.016510842,3823.930815
Fsh_448_last10yrs,16.24358873,0.009746896,34656.57019
Acnemia amoena_last10yrs,0.67109202,0.012383614,6.647652398
Acnemia longipes_last10yrs,7.255690994,0.005829266,17.15594526
Acnemia nitidicollis_last10yrs,0.970050213,0.096842307,52.52141262
Allocotocera pulchella_last10yrs,0.099831511,0.155519113,63.18689056
Allodia alternans_last10yrs,-0.248120949,0.14980825,18.02390721
Allodia anglofennica_last10yrs,-0.050119014,0.118149484,567.5176133
Allodia angulata_last10yrs,1.172249929,0.007975466,5.888254533
Allodia barbata_last10yrs,-0.606623231,0.025183862,17.90918375
Allodia czernyi_last10yrs,-0.900776666,0.054255495,15.31576598
Allodia embla_last10yrs,0.167047704,0.031087956,9.972678379
Allodia foliifera_last10yrs,3.125835444,0.026873786,16.03406907
Allodia grata_last10yrs,-0.248882555,0.241970711,148.8950066
Allodia lugens_last10yrs,0.598831267,0.149721859,63.69184892
Allodia lundstroemi_last10yrs,0.683380485,0.126970343,60.59902946
Allodia neglecta_last10yrs,-0.435411424,0.072375415,33.06927674
Allodia ornaticollis_last10yrs,0.921621318,0.079365016,40.77630074
Allodia pistillata_last10yrs,-0.644337528,0.120372386,17.18494864
Allodia protenta_last10yrs,-0.038224865,0.037551913,10.46240859
Allodia silvatica_last10yrs,-0.803353729,0.038562469,16.648628
Allodia truncata_last10yrs,-0.074958029,0.291917167,114.2019107
Allodia westerholti_last10yrs,-0.176121769,0.055085166,27.01959981
Allodia zaitzevi_last10yrs,0.126546492,0.486110081,139.0882163
Allodiopsis domestica_last10yrs,-0.106266013,0.303402844,27.64960018
Allodiopsis korolevi_last10yrs,0.915629376,0.009184441,18.42693097
Allodiopsis rustica_last10yrs,0.173290241,0.571042923,66.04042618
Anaclileia dispar_last10yrs,-1.043355304,0.017045651,18.20164944
Anatella alpina_last10yrs,-1.053526361,0.022756303,10.74565428
Anatella ankeli_last10yrs,7.320982093,0.00161134,177.6022291
Anatella ciliata_last10yrs,0.20088155,0.04011142,21.78439315
Anatella dampfi_last10yrs,3.21109897,0.002883632,10.71835329
Anatella emergens_last10yrs,-0.94561887,0.031812083,12.47535738
Anatella flavomaculata_last10yrs,-0.166444815,0.059154159,19.62985316
Anatella lenis_last10yrs,-0.252588376,0.252370731,96.55529831
Anatella longisetosa_last10yrs,0.65885816,0.020128634,12.67052477
Anatella minuta_last10yrs,1.409704774,0.029295962,28.16009058
Anatella setigera_last10yrs,0.453402334,0.04227774,14.28065683
Anatella simpatica_last10yrs,3.274916375,0.039103515,25.62749578
Anatella turi_last10yrs,-0.575196025,0.147353931,14.37122377
Anatella unguigera_last10yrs,-0.265611086,0.095309308,44.87547379
Antlemon servulum_last10yrs,-2.896372995,0.011512396,61.63483368
Apolephthisa subincana_last10yrs,-0.229725108,0.593711756,174.4888761
Asindulum nigrum_last10yrs,-0.247126004,0.103074299,17.79966974
Azana anomala_last10yrs,-0.186406419,0.045750631,70.34443862
Boletina basalis_last10yrs,-1.867731226,0.076155203,69.23218815
Boletina bidenticulata_last10yrs,0.605161938,0.035054824,11.02562841
